Gene,Degree,Betweenness,Closeness,EigenCentrality,Eccentricity,ClosenessLatora,ClosenessResidual,Decay,Geokpath,Laplacian,Leverage,Lobby,Mnc,Semilocal,Topocoefficient,Kcore,ClusteringCoefficient,CrRatio,Class
ATP6V0A1,8,16815.3987,1.45E-08,0.017622467,0.0625,5408.920112,1401.470871,2201,4235,4458,-0.622962109,8,4,2327606,3.38840712,6,0.178571429,0.125,NotCR
BECN1,42,203558.0728,1.45E-08,0.042413712,0.066666667,6095.303846,1873.517059,1648,9842,5018,0.27188005,21,29,2105957,28.29001883,15,0.049941928,0.023809524,CR
CBX1,32,67077.0233,1.45E-08,0.053263481,0.066666667,5855.812546,1694.548218,1780,7264,4552,0.109707641,20,31,2316578,20.89982828,15,0.151209677,0,NotCR
SNF8,14,77033.94234,1.45E-08,0.010833101,0.066666667,5543.382454,1483.16629,576,5873,1334,-0.183316143,10,6,572398,12.48375451,8,0.10989011,0.071428571,NotCR
PHB,102,698404.2276,1.45E-08,0.198647693,0.066666667,6614.3719,2237.239746,5607,11756,21516,0.422504903,43,97,7423470,48.21818182,18,0.058823529,0.049019608,NotCR
NME1,20,80088.00115,1.45E-08,0.016439685,0.0625,5732.201906,1629.01355,640,7798,1660,0.110899294,13,6,670132,17.0212766,9,0.105263158,0.05,NotCR
SUPT4H1,3,111.3003556,1.45E-08,0.001867642,0.0625,4874.952324,1040.652451,107,1721,220,-0.792423199,3,2,107318,2.737864078,3,0.333333333,0,NotCR
CLTC,58,640298.4231,1.45E-08,0.11046449,0.071428571,6556.103952,2193.090149,4129,11168,11564,0.225208728,29,49,5097042,37.78138848,16,0.05323654,0,NotCR
USP32,8,18370.97525,1.45E-08,0.02419262,0.066666667,5797.393864,1667.020844,2516,6849,5088,-0.916738634,8,2,2681511,4.121405751,8,0.071428571,0,NotCR
NUP85,23,16975.6786,1.45E-08,0.007345384,0.0625,5433.546949,1417.977158,616,5602,1738,0.021213806,16,23,523679,10.00674536,12,0.375494071,0,NotCR
GRB2,194,1935782.243,1.45E-08,0.157946213,0.066666667,6641.980739,2244.588867,6063,11525,49568,0.768348812,41,158,7840271,83.75081405,18,0.033064473,0.005154639,NotCR
CHMP6,4,5896.6992,1.45E-08,0.002288347,0.066666667,5027.757814,1130.823517,120,2641,252,-0.675,4,3,118381,3.547826087,4,0.333333333,0,CR
ARHGDIA,13,32604.83467,1.45E-08,0.008652169,0.066666667,5527.632934,1472.959137,539,5738,1234,-0.199322647,9,3,497586,11.10364683,8,0.064102564,0,NotCR
AFG3L2,8,12342.79629,1.45E-08,0.01378103,0.0625,5470.474215,1443.501404,783,5339,1622,-0.807597131,8,3,728929,6.507772021,8,0.107142857,0,CR
ROCK1,7,6680.311704,1.45E-08,0.004117814,0.066666667,5250.012865,1277.022003,423,3670,888,-0.433926438,6,2,374485,5.773722628,5,0.047619048,0,NotCR
RPL17,36,2269.99033,1.45E-08,0.362055523,0.0625,5851.084676,1712.475342,2944,8422,7148,-0.31354106,33,36,4522938,9.916093535,27,0.688888889,0,NotCR
RPS15,32,79975.4313,1.45E-08,0.256263698,0.066666667,6242.621667,1985.886017,3828,9845,8648,-0.328720228,29,31,5540933,17.21844532,21,0.415322581,0,NotCR
LSM7,23,57076.07661,1.45E-08,0.01993278,0.0625,5743.844814,1643.076172,1743,6856,3992,-0.066869425,19,20,2222746,17.56144438,13,0.375494071,0,NotCR
GNG7,5,1393.884884,1.45E-08,0.001148469,0.0625,4620.970244,880.7800293,95,1165,210,-0.47209217,5,1,46132,3.117647059,5,0,0,NotCR
G11,5,23325.07968,1.45E-08,0.001707695,0.0625,4857.120604,1030.798828,110,1989,240,-0.376393818,5,3,79978,4.563106796,4,0.2,0,CR
FZR1,68,274645.4326,1.45E-08,0.070962086,0.066666667,6226.991905,1957.395721,2603,10289,9762,0.40853051,28,56,3292084,36.43915973,17,0.09262511,0,NotCR
EEF2,11,42575.41557,1.45E-08,0.026472858,0.066666667,5639.081274,1552.705475,672,6701,1454,-0.376488617,9,3,922523,9.203053435,8,0.054545455,0,NotCR
MAP2K2,12,6574.628422,1.45E-08,0.025063416,0.066666667,5657.474673,1561.815094,841,6643,1814,-0.568202433,12,9,1164920,8.745762712,11,0.348484848,0,NotCR
LONP1,20,39068.56978,1.45E-08,0.029260747,0.066666667,5867.849878,1713.799591,1373,7950,3126,-0.171899708,16,16,1624798,14.94440326,12,0.226315789,0,NotCR
GTF2F1,22,9589.250313,1.45E-08,0.046240791,0.066666667,5816.912593,1673.950989,1343,7577,3148,-0.167986714,16,20,1824232,14.96133434,13,0.229437229,0,NotCR
TIMM44,4,608.9760098,1.45E-08,0.00723774,0.0625,5265.724537,1300.413086,311,4191,634,-0.87021922,4,2,362070,3.855737705,4,0.166666667,0,NotCR
DDX39A,11,12041.49254,1.45E-08,0.011505507,0.066666667,5450.800977,1418.729553,457,5238,1024,-0.273125072,9,3,542255,10.02054795,9,0.036363636,0,NotCR
NDUFB7,3,0,1.45E-08,0.000877429,0.0625,4669.863854,925.1166229,107,1373,220,-0.767999159,3,3,64488,2.278846154,3,1,0,NotCR
SLC27A1,1,0,1.56E-09,6.81E-18,1,1,1.5,2,1,4,0,1,1,1,,1,0,0,NotCR
UQCRFS1,6,762.5888364,1.45E-08,0.000778256,0.0625,4596.179475,876.0775604,88,959,206,-0.264127764,6,2,55663,5.153846154,5,0.066666667,0,NotCR
EIF3K,16,2883.402179,1.45E-08,0.011590049,0.0625,5292.179337,1317.944092,496,4445,1232,-0.218709894,16,14,485849,8.40167364,13,0.666666667,0,NotCR
RPS16,70,23019.71494,1.45E-08,0.636389424,0.066666667,5913.168348,1739.82132,4564,8598,13958,0.097869127,52,69,7191573,12.18339639,36,0.592546584,0.014285714,NotCR
EXOSC5,19,19247.49452,1.45E-08,0.005657264,0.066666667,5302.31955,1321.026031,487,4381,1316,-0.006994214,14,14,346547,12.47516199,10,0.350877193,0,NotCR
SYMPK,15,6391.055197,1.45E-08,0.008392076,0.0625,5295.319908,1317.246216,301,4373,812,0.035345815,11,10,369394,10.70671378,9,0.219047619,0,NotCR
PA,20,12503.75319,1.45E-08,0.009588471,0.0625,5373.743465,1378.880676,1078,4302,2536,0.027430379,14,20,1058812,13.91304348,10,0.278947368,0,NotCR
PPFIA3,5,1056.227204,1.45E-08,0.004739276,0.0625,5071.473815,1168.583984,283,2994,586,-0.686305393,5,3,239208,3.007246377,4,0.3,0,NotCR
RPS11,61,28433.79524,1.45E-08,0.562500145,0.066666667,6013.054459,1817.642609,4465,9209,12590,-0.030279743,51,58,6779950,14.77527835,36,0.58852459,0.016393443,NotCR
RRM2,6,1471.5465,1.45E-08,0.009172317,0.066666667,5433.191123,1407.295746,299,5367,628,-0.603065017,6,1,419411,5.602787456,5,0,0,NotCR
ROCK2,7,7517.652274,1.45E-08,0.007628877,0.0625,5368.66596,1373.528183,581,4693,1204,-0.469893782,6,2,587658,5.560632689,5,0.047619048,0,NotCR
RAB10,8,20478.57664,1.45E-08,0.0016044,0.0625,5067.914219,1166.414795,243,2740,542,-0.361249334,7,5,148381,7.24137931,6,0.142857143,0,CR
EIF2B4,7,5395.951344,1.45E-08,0.01535393,0.066666667,5572.073002,1498.511017,565,5949,1172,-0.355304512,6,6,713485,6.447037702,5,0.571428571,0,NotCR
IFT172,6,830.5860456,1.45E-08,0.00017641,0.0625,4481.772058,801.7272644,92,675,214,-0.345442658,6,5,24777,2.964705882,5,0.6,0,NotCR
FEZ2,3,1292.875668,1.45E-08,0.000537855,0.058823529,4597.781726,874.1612244,60,1080,126,-0.405228758,3,1,36378,2.944444444,3,0,0,NotCR
NRXN1,1,0,1.45E-08,6.17E-06,0.058823529,3751.264301,419.4098587,3,47,6,-0.333333333,1,1,678,1,1,0,0,NotCR
CCT4,47,336019.2362,1.45E-08,0.126343575,0.066666667,6447.68083,2121.918671,3886,11080,9934,0.015874064,31,46,5298627,26.90437728,18,0.226641998,0.021276596,NotCR
MDH1,9,83135.36576,1.45E-08,0.025432237,0.066666667,5762.264921,1634.913361,681,7480,1434,-0.085361468,6,2,978587,8.445112782,5,0.027777778,0.111111111,NotCR
MAT2A,4,46130.8753,1.45E-08,0.001835346,0.0625,4957.191898,1095.829208,155,2326,322,-0.180555556,4,1,123685,4,3,0,0.25,CR
MRPS5,41,168445.3892,1.45E-08,0.048996675,0.0625,6073.566339,1872.500366,2834,8316,7308,0.427373183,17,40,3467658,30.57378223,12,0.120731707,0,NotCR
COX5B,5,22244.72236,1.45E-08,0.005853019,0.066666667,5291.552739,1312.902985,290,4245,600,-0.695874714,5,1,324327,4.875,5,0,0,CR
RPL31,57,69807.40808,1.45E-08,0.560546694,0.066666667,6157.689194,1914.061829,4706,9917,12604,-0.081544622,49,56,7331573,15.75839071,36,0.635964912,0,CR
MRPS9,17,118726.4271,1.45E-08,0.025287632,0.066666667,5886.468268,1726.213745,1643,7777,3558,-0.329944318,14,16,1733128,12.84676923,11,0.323529412,0,NotCR
POLR1B,7,6201.825705,1.45E-08,0.005514851,0.0625,5199.140013,1257.413818,243,3907,528,-0.476758164,7,6,231007,5.570212766,6,0.428571429,0,NotCR
DDX18,10,2244.920175,1.45E-08,0.056643539,0.066666667,5751.496559,1633.424347,1185,7330,2460,-0.69097339,10,9,1578539,7.129471891,10,0.311111111,0,NotCR
RALB,5,849.2117209,1.45E-08,0.002472448,0.0625,5082.838101,1180.306396,140,3407,300,-0.60706624,5,2,137311,4.46969697,5,0.1,0,NotCR
KYNU,1,0,1.56E-09,6.82E-18,1,1,1.5,2,1,4,0,1,1,1,,1,0,0,NotCR
PSMD14,67,86348.12311,1.45E-08,0.093741717,0.066666667,6096.454271,1869.959595,3141,9626,10704,0.27155481,40,57,4050535,23.74738903,28,0.321121664,0,NotCR
CERS6,3,11530.88128,1.45E-08,0.002052113,0.0625,4866.785105,1045.304611,273,1820,552,-0.459062104,3,1,281288,3,2,0,0,NotCR
HNRNPA3,20,33041.45995,1.45E-08,0.061277547,0.066666667,5990.854351,1795.723846,1967,8356,4314,-0.446488209,19,19,2592230,13.57656732,16,0.278947368,0,NotCR
NOP58,110,583355.0779,1.45E-08,0.188939684,0.066666667,6302.330866,2014.171112,4865,10296,21720,0.53389189,38,108,6080093,41.19503471,18,0.107256047,0,NotCR
IDH1,5,4779.792028,1.45E-08,0.000559537,0.0625,4614.123053,876.8787994,32,839,84,-0.003102453,4,1,19908,5,3,0,0,NotCR
ERBB4,34,101241.6186,1.45E-08,0.049621196,0.066666667,6031.313334,1825.285126,2104,8784,5330,-0.032654093,24,27,2606130,20.43625788,16,0.11942959,0.029411765,NotCR
ARPC2,13,9815.865217,1.45E-08,0.011591288,0.0625,5303.073418,1325.585938,483,4354,1122,-0.146125408,10,13,466133,9.874468085,8,0.576923077,0,NotCR
ATG9A,13,60627.68663,1.45E-08,0.017972078,0.066666667,5826.764355,1684.551117,1544,7336,3244,-0.604045852,13,5,1543314,9.922622951,12,0.064102564,0,NotCR
ACSL3,12,13930.02444,1.45E-08,0.023971288,0.0625,5596.108568,1534.369797,2981,5445,6094,-0.75721285,12,7,3104548,4.805668016,11,0.121212121,0,NotCR
ATG4B,8,1937.932834,1.45E-08,0.004657867,0.0625,5213.574691,1268.308456,361,3906,778,-0.558057874,8,2,309872,5.57925072,8,0.035714286,0.375,NotCR
VPS16,20,55257.49927,1.45E-08,0.003028178,0.0625,5292.168233,1332.933762,482,4817,1344,0.14792648,13,20,343186,12.85714286,8,0.363157895,0,NotCR
SP25,13,10526.85129,1.45E-08,0.002058484,0.0625,5108.54244,1195.556259,221,3168,598,-0.023241613,10,7,157268,10.1039604,8,0.08974359,0,NotCR
PB,5,120.6141003,1.45E-08,0.00109703,0.0625,4685.088591,932.7749481,113,1734,246,-0.591666667,5,4,84649,3.224299065,5,0.4,0,NotCR
COX4I2,1,0,1.45E-08,3.13E-05,0.058823529,3942.583017,508.5342331,6,59,12,-0.666666667,1,1,2429,1,1,0,0,NotCR
RBM39,30,104278.0182,1.45E-08,0.084422794,0.066666667,6012.706099,1810.599365,2295,8392,5460,-0.056345262,20,27,3048544,18.52785146,15,0.117241379,0,NotCR
TOP1,38,141302.4546,1.45E-08,0.118798784,0.066666667,6258.520962,1985.07251,3140,9932,7686,-0.028772909,26,29,4572968,21.45101843,18,0.109530583,0,NotCR
IFT52,5,357.7312828,1.45E-08,0.000176756,0.058823529,4305.094938,705.7349854,61,343,142,-0.365978672,5,5,14301,2.142857143,5,0.5,0,NotCR
YWHAB,112,874596.1647,1.45E-08,0.125853909,0.066666667,6590.537052,2213.34082,4585,11879,21602,0.59777099,36,98,6277681,56.94191523,18,0.052927928,0.026785714,NotCR
STK4,27,34495.6386,1.45E-08,0.026122012,0.066666667,5772.882598,1641.703339,1105,7375,2912,0.065851046,18,23,1370516,18.94516729,14,0.136752137,0,NotCR
GS,13,126139.9543,1.45E-08,0.013040437,0.0625,5662.263165,1574.774048,925,6532,2006,-0.288501563,10,4,929036,11.7359116,9,0.051282051,0,NotCR
EEF1A2,14,6225.800401,1.45E-08,0.028198016,0.066666667,5558.901043,1495.007965,752,5856,1686,-0.233998611,10,7,1014438,11.12380952,9,0.120879121,0,NotCR
CRYAA,13,21777.97555,1.45E-08,0.007498305,0.0625,5401.322047,1398.248291,423,5344,1002,-0.098589498,9,9,389732,10.63054187,8,0.141025641,0,NotCR
APP,101,1369298.066,1.45E-08,0.088075382,0.066666667,6525.163478,2172.974823,4509,10636,19118,0.597217659,31,51,5355141,61.8442867,17,0.018217822,0.00990099,NotCR
CCT8,40,455738.8108,1.45E-08,0.113041074,0.066666667,6589.138767,2227.156952,4443,11306,10446,-0.113052347,31,40,6193101,26.2820804,18,0.269230769,0.025,NotCR
SYNJ1,6,921.6736166,1.45E-08,0.004962025,0.0625,5170.108772,1238.424805,371,3604,772,-0.671501435,6,3,346515,4.997260274,6,0.266666667,0,NotCR
RCAN1,5,17048.89055,1.45E-08,0.00430013,0.0625,5140.67419,1210.283325,190,3185,400,-0.33474359,5,1,213414,4.861111111,4,0,0,NotCR
ADARB1,5,5322.32926,1.45E-08,0.004498006,0.0625,5062.310648,1166.01416,134,3037,288,-0.355318373,5,2,150733,4.563492063,4,0.1,0,NotCR
CLTCL1,5,1334.252291,1.45E-08,0.00298539,0.0625,5081.718584,1174.14917,179,2938,378,-0.496977447,5,1,195407,4.704142012,5,0,0,NotCR
MAPK1,102,922864.4971,1.45E-08,0.156902285,0.071428571,6498.626174,2141.012024,4767,10602,19836,0.552785327,36,80,6869709,51.82346609,18,0.041545331,0.029411765,NotCR
TOMM22,20,19931.87837,1.45E-08,0.011223532,0.0625,5525.098274,1483.613037,603,6239,1586,-0.014504128,13,17,625754,12.79310345,11,0.178947368,0,NotCR
RPL3,93,267644.5754,1.45E-08,0.58317651,0.066666667,6200.582057,1944.319611,5798,10074,20152,0.27973861,53,87,8471103,22.75254297,36,0.283543712,0,NotCR
PARVB,1,0,1.45E-08,0.000755769,0.0625,4599.842836,866.0821381,38,684,76,-0.947368421,1,1,50306,1,1,0,0,NotCR
ITPR1,17,140137.5791,1.45E-08,0.032556187,0.066666667,5911.860964,1744.722748,2479,7603,5230,-0.22700658,12,4,2802003,9.689514484,10,0.036764706,0.058823529,NotCR
ARL8B,1,0,1.45E-08,0.000999635,0.0625,4758.708468,975.328598,45,1803,90,-0.955555556,1,1,53915,1,1,0,1,NotCR
BRK1,6,50520.78915,1.45E-08,0.000285558,0.0625,4512.488685,821.230545,63,729,156,0.030671551,4,4,25545,5.345454545,3,0.2,0,NotCR
RAB5A,31,195111.8874,1.45E-08,0.018032318,0.0625,5777.407934,1654.124634,1076,7439,3082,0.293620901,14,22,1115962,25.47495183,10,0.049462366,0.096774194,CR
RPSA,70,67034.31084,1.45E-08,0.603411075,0.066666667,6204.222045,1946.831787,5087,10171,15004,0.088666061,51,64,7819785,19.47315905,36,0.489440994,0.014285714,NotCR
EIF1B,3,23778.86459,1.45E-08,0.000144994,0.058823529,4184.27455,633.0469971,26,218,58,-0.075757576,3,1,9648,3,2,0,0,NotCR
UQCRC1,14,3577.370434,1.45E-08,0.007037815,0.0625,5298.387993,1329.466064,387,4790,956,-0.239620312,13,11,402290,8.627027027,11,0.164835165,0,NotCR
ARIH2,19,39680.58721,1.45E-08,0.063382033,0.066666667,5995.036025,1795.759247,1802,8472,3946,-0.302566109,15,13,2472111,12.52054024,13,0.157894737,0.052631579,NotCR
PRKCD,32,151739.3571,1.45E-08,0.055851682,0.066666667,6084.288334,1865.045868,3096,8622,7184,-0.120883502,23,18,3796468,17.43643512,16,0.040322581,0.0625,NotCR
TKT,8,29466.06402,1.45E-08,0.024056492,0.066666667,5750.50613,1635.381989,758,7598,1572,-0.360389591,7,4,1038891,7.034852547,5,0.142857143,0.125,NotCR
CADPS,2,15.17930874,1.45E-08,0.000456145,0.0625,4621.503082,889.0028534,48,1119,98,-0.821746881,2,1,39603,1.818181818,2,0,0,NotCR
LRIG1,5,240.769957,1.45E-08,0.010899244,0.0625,5511.494189,1466.308228,598,5715,1216,-0.826372661,5,5,732910,4.038785835,5,0.6,0,NotCR
IFT57,16,24840.34451,1.45E-08,0.001190397,0.0625,4863.166095,1036.308594,210,2094,660,0.236195519,9,13,90572,9.047120419,7,0.275,0,NotCR
RAB7A,44,284971.8297,1.45E-08,0.055834157,0.066666667,6198.831588,1949.157196,4158,9623,10208,0.08818619,25,32,4543943,19.21111653,15,0.0602537,0.068181818,CR
IFT122,6,8572.662391,1.45E-08,0.00073618,0.0625,4657.718533,908.0136566,54,1429,138,-0.003519669,4,5,35998,4.085106383,3,0.466666667,0,NotCR
IFT80,7,831.0756783,1.45E-08,0.000155917,0.0625,4385.66352,747.4795837,102,636,246,-0.265506532,7,7,23317,2.947368421,6,0.714285714,0,NotCR
SMC4,19,197531.9626,1.45E-08,0.0546543,0.066666667,6289.395757,2013.674927,2571,9777,5484,-0.079514164,12,15,3450862,16.30808477,10,0.134502924,0,NotCR
BCHE,1,0,1.56E-09,7.21E-18,1,1,1.5,2,1,4,0,1,1,1,,1,0,0,NotCR
SLC2A2,1,0,1.45E-08,0.001450701,0.0625,4700.721707,939.0265961,38,1637,76,-0.947368421,1,1,52520,1,1,0,0,CR
PIK3CA,20,23831.65627,1.45E-08,0.042056657,0.066666667,5983.892211,1790.759277,1876,8367,4132,-0.276868551,16,18,2373406,13.43042071,14,0.268421053,0,CR
DJC19,3,3177.392625,1.45E-08,0.002139617,0.0625,5068.253201,1171.882065,107,3094,220,-0.788470116,3,1,109480,2.97029703,3,0,0,NotCR
ABCC5,1,0,1.45E-08,0.000854264,0.0625,4661.391116,912.8396759,141,1082,282,-0.985815603,1,1,121480,1,1,0,0,NotCR
EIF2B5,5,0,1.45E-08,0.007028551,0.0625,5404.24538,1390.114868,396,4938,812,-0.358856212,5,5,481341,4.718670077,5,1,0,NotCR
OPA1,7,25512.55626,1.45E-08,0.003191997,0.0625,5078.015697,1181.222092,369,2910,780,-0.301706688,6,2,363394,6.745098039,6,0.047619048,0,NotCR
PAK2,15,84100.44547,1.45E-08,0.02097628,0.066666667,5820.321262,1673.892456,950,7588,2110,-0.234613515,12,10,1128751,12.75806452,10,0.19047619,0,NotCR
NCBP2,6,192.2288437,1.45E-08,0.014449424,0.0625,5124.874366,1211.647324,350,3358,730,-0.510925719,6,6,405660,5.26744186,5,0.333333333,0,NotCR
LETM1,4,2113.047528,1.45E-08,0.007556306,0.0625,5252.067981,1296.633163,515,3962,1042,-0.915597873,4,2,488926,3.355599214,4,0.166666667,0,NotCR
RPL9,61,77433.6447,1.45E-08,0.532539508,0.066666667,6107.614108,1880.522217,4305,9781,12270,0.039335523,46,51,6600136,16.52503543,36,0.523497268,0.016393443,NotCR
MRPL1,14,49725.56257,1.45E-08,0.022808246,0.0625,5852.324129,1722.361206,2350,6901,4882,-0.50200799,14,14,2827863,11.06934932,12,0.373626374,0,NotCR
PRKG2,1,0,1.45E-08,0.000666367,0.0625,4581.205175,857.342926,36,824,72,-0.944444444,1,1,36469,1,1,0,0,NotCR
HPGDS,1,0,1.45E-08,0.000474888,0.058823529,4492.147949,816.388855,17,746,34,-0.882352941,1,1,25614,1,1,0,0,NotCR
PPP3CA,11,68914.0683,1.45E-08,0.008521881,0.066666667,5434.853857,1405.221344,313,5069,736,0.047005155,7,2,403786,10.06143345,5,0.018181818,0,NotCR
TDO2,7,3182.435735,1.45E-08,0.001630012,0.0625,4965.602072,1105.85289,156,2632,354,-0.134652099,6,1,109322,6.852112676,5,0,0,NotCR
TRIP13,42,366308.1295,1.45E-08,0.026194115,0.066666667,5934.09728,1755.377411,1111,8523,3944,0.560007821,13,4,1206902,35.46666667,10,0.006968641,0,NotCR
NNT,7,126.5615118,1.45E-08,0.004870378,0.0625,5017.261225,1137.440674,230,2784,502,-0.595804606,7,6,230018,4.635135135,7,0.476190476,0,NotCR
NDUFS4,17,7441.320218,1.45E-08,0.008436773,0.0625,5334.27332,1354.753525,649,4838,1570,-0.196411689,14,16,528185,9.456418384,11,0.352941176,0.058823529,NotCR
SMN2,16,8377.6367,1.45E-08,0.010736325,0.0625,5340.368393,1352.360229,532,4603,1304,-0.20399485,14,10,503491,11.29411765,11,0.208333333,0,NotCR
RPS23,64,3169.260935,1.45E-08,0.600544122,0.0625,5754.443587,1640.07666,4040,7898,12112,0.054954979,49,64,6499596,8.740442656,36,0.647321429,0.015625,NotCR
AP3S1,4,152.2789886,1.45E-08,0.000301566,0.0625,4465.986726,798.4122772,31,867,74,-0.242113442,4,4,13604,2.518518519,4,0.666666667,0,NotCR
SLC12A2,15,27619.80738,1.45E-08,0.028776075,0.0625,5729.017191,1623.490662,3450,6233,7110,-0.768354129,15,9,3572615,5.703671329,14,0.114285714,0,NotCR
UQCRQ,13,18327.92522,1.45E-08,0.009403119,0.0625,5298.260215,1325.800049,447,4581,1050,-0.290361528,13,11,487466,7.703703704,11,0.307692308,0,NotCR
SKP1,203,5015814.458,1.45E-08,0.163841699,0.066666667,6913.48935,2438.191772,6232,12982,53470,0.811123011,38,142,8238319,106.2750712,18,0.016095206,0.004926108,NotCR
HSPA9,35,140358.2147,1.45E-08,0.096545759,0.066666667,6227.25298,1965.678192,2942,9725,7074,-0.03532097,24,25,4154259,21.74663445,17,0.08907563,0.028571429,NotCR
RPS14,59,11699.00375,1.45E-08,0.553117039,0.066666667,6097.580794,1875.474884,4627,9640,12676,-0.078064773,52,59,7130704,15.8349387,36,0.585037989,0.016949153,NotCR
FBXW11,125,816426.1975,1.45E-08,0.114517169,0.066666667,6483.981185,2133.418213,3473,11420,22446,0.711934496,30,94,4798752,68.92136186,17,0.022709677,0,NotCR
MAPK9,44,167498.8786,1.45E-08,0.058357981,0.066666667,6113.494503,1882.833527,2212,9156,6316,0.314515586,19,30,2897120,30.31383473,14,0.049682875,0.022727273,NotCR
CNOT6,13,605.0177748,1.45E-08,0.003931377,0.0625,5008.151154,1119.524445,273,2487,702,-0.159138637,11,13,180548,5,10,0.576923077,0,NotCR
HUS1B,2,0,1.45E-08,0.001124281,0.0625,4721.401098,946.9642792,54,1396,110,-0.854166667,2,2,61041,1.384615385,2,1,0,NotCR
DDX39B,19,28255.03294,1.45E-08,0.013249931,0.0625,5540.778313,1483.990356,521,6083,1384,0.088823125,11,15,564171,13.5060241,9,0.198830409,0,NotCR
PSMB8,23,3930.048162,1.45E-08,0.035754324,0.0625,5498.977747,1462.044922,1170,6037,2846,-0.337040542,23,23,1450861,5.614646905,20,0.837944664,0,NotCR
BRD2,19,61350.14557,1.45E-08,0.034961493,0.066666667,5787.262496,1647.857056,1315,6953,2972,-0.191517982,15,10,1668432,14.25,13,0.116959064,0,NotCR
ITPR3,13,51145.39634,1.45E-08,0.023403426,0.0625,5664.771952,1580.680832,2796,5977,5748,-0.561758445,11,4,2915739,5.572766571,10,0.051282051,0.076923077,NotCR
RPL10A,63,44191.66204,1.45E-08,0.616550904,0.066666667,6242.173218,1974.357208,5435,10275,14776,-0.064558592,55,62,8329032,17.82908211,36,0.615975422,0.015873016,NotCR
MTCH1,3,5587.692735,1.45E-08,0.001605823,0.058823529,4914.661743,1082.98233,192,2283,390,-0.521063395,3,1,187453,2.983870968,2,0,0,NotCR
MRPL2,13,190.8201491,1.45E-08,0.005826599,0.058823529,4992.526634,1135.937927,479,2982,1114,-0.342023389,13,13,434756,5.216738197,11,0.615384615,0,NotCR
RCAN2,1,0,1.45E-08,0.000152573,0.0625,4319.513432,703.360672,12,277,24,-0.833333333,1,1,9295,1,1,0,0,NotCR
RIMS1,3,1801.816997,1.45E-08,0.001166386,0.0625,4745.503219,954.6254883,74,1321,154,-0.523297491,3,1,71196,3,3,0,0,NotCR
EEF1A1,84,411223.6291,1.45E-08,0.361563892,0.066666667,6550.933805,2195.212402,5401,11662,17774,0.270785106,47,63,7694441,38.10113208,24,0.090074584,0.023809524,NotCR
RNGTT,14,5135.662927,1.45E-08,0.009621736,0.066666667,5230.312504,1266.183136,396,3802,974,-0.07694662,10,14,434010,8.246073298,10,0.384615385,0,NotCR
RRAGD,7,4324.539947,1.45E-08,0.001727609,0.0625,4895.808195,1049.159668,137,1949,316,-0.200281561,7,7,107332,4.684615385,6,0.428571429,0.428571429,NotCR
SESN1,1,0,1.45E-08,4.21E-05,0.058823529,4156.004445,621.8671875,10,116,20,-0.8,1,1,4567,1,1,0,0,NotCR
RPS12,56,133586.8704,1.45E-08,0.512197909,0.066666667,6186.914777,1943.126007,5290,9290,13660,-0.098242339,49,55,7796451,21.13510415,36,0.591558442,0.017857143,NotCR
SGK1,16,36837.20832,1.45E-08,0.020033819,0.066666667,5682.51456,1577.223419,762,6818,1764,-0.22223166,13,6,1002485,12.36756757,11,0.058333333,0.125,NotCR
LTV1,34,57787.95908,1.45E-08,0.092604546,0.0625,5874.390337,1739.562256,2329,7633,5780,0.194361558,17,33,3174123,23.10636443,14,0.181818182,0,NotCR
STXBP5,2,24.02064648,1.45E-08,0.000280744,0.058823529,4478.958949,809.4187927,56,986,114,-0.862068966,2,1,31373,1.692307692,2,0,0,NotCR
SYNJ2,4,2232.361217,1.45E-08,0.001814804,0.0625,5011.731581,1133.361923,164,2762,340,-0.621666667,4,1,127321,3.846153846,4,0,0,NotCR
TCP1,46,84381.74287,1.45E-08,0.099918079,0.066666667,6302.196306,2014.775116,3149,10339,8368,0.064688811,31,44,4431004,26.01870364,18,0.228019324,0.02173913,NotCR
EIF3B,36,103401.2731,1.45E-08,0.073386288,0.066666667,5988.108997,1792.666382,2057,8256,5374,0.114455296,21,32,2524360,22.98859693,14,0.217460317,0.027777778,NotCR
WIPI2,10,11474.97792,1.45E-08,0.010106001,0.066666667,5411.315546,1390.937897,434,5053,958,-0.468958499,10,4,502379,8.27014218,8,0.155555556,0.2,NotCR
CYCS,5,26822.00192,1.45E-08,0.001747903,0.0625,4839.91744,1015.568466,68,1660,156,-0.030612245,4,2,76454,4.666666667,3,0.1,0,NotCR
HNRNPA2B1,35,30702.4497,1.45E-08,0.123607154,0.066666667,6166.163964,1918.693848,3409,8810,8008,-0.260203554,28,33,4784595,19.6797153,18,0.198319328,0,NotCR
CBX3,57,431414.4881,1.45E-08,0.092297927,0.066666667,6234.663123,1955.666138,3043,9630,9278,0.298379311,28,55,4023151,30.71581769,16,0.101503759,0,NotCR
HIBADH,1,0,1.45E-08,0.009638133,0.066666667,5299.396281,1315.042145,267,4325,534,-0.992509363,1,1,407480,1,1,0,0,NotCR
INMT,1,0,1.45E-08,0.000412649,0.0625,4590.779197,869.2539215,34,1005,68,-0.941176471,1,1,29479,1,1,0,0,NotCR
RALA,12,36076.04731,1.45E-08,0.008753009,0.0625,5512.069114,1469.932739,636,5702,1404,-0.371994933,12,3,618098,10.02926829,10,0.03030303,0,NotCR
