Gene,Adipose...Subcutaneous,Adipose...Visceral..Omentum.,Adrenal.Gland,Artery...Aorta,Artery...Coronary,Artery...Tibial,Bladder,Brain...Amygdala,Brain...Anterior.cingulate.cortex..BA24.,Brain...Caudate..basal.ganglia.,Brain...Cerebellar.Hemisphere,Brain...Cerebellum,Brain...Cortex,Brain...Frontal.Cortex..BA9.,Brain...Hippocampus,Brain...Hypothalamus,Brain...Nucleus.accumbens..basal.ganglia.,Brain...Putamen..basal.ganglia.,Brain...Spinal.cord..cervical.c.1.,Brain...Substantia.nigra,Breast...Mammary.Tissue,Cells...Cultured.fibroblasts,Cells...EBV.transformed.lymphocytes,Cervix...Ectocervix,Cervix...Endocervix,Colon...Sigmoid,Colon...Transverse,Esophagus...Gastroesophageal.Junction,Esophagus...Mucosa,Esophagus...Muscularis,Fallopian.Tube,Heart...Atrial.Appendage,Heart...Left.Ventricle,Kidney...Cortex,Kidney...Medulla,Liver,Lung,Minor.Salivary.Gland,Muscle...Skeletal,Nerve...Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin...Not.Sun.Exposed..Suprapubic.,Skin...Sun.Exposed..Lower.leg.,Small.Intestine...Terminal.Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole.Blood,Class
NME1,26.7413,36.4168,47.1096,27.8076,32.2388,18.5427,27.0752,36.3052,55.8051,31.6229,46.5456,41.9224,54.793,74.0947,41.6491,54.2366,39.2957,28.1652,33.1835,34.7972,31.3557,155.862,157.801,23.0651,34.8107,17.6285,20.4123,14.1519,54.6994,15.9168,25.6626,12.4148,7.93391,19.6423,37.9181,20.5635,23.7974,27.3714,10.6574,33.3504,28.5631,18.9473,39.586,30.5627,38.4035,38.2607,19.5503,31.3446,19.5687,24.3789,31.0541,28.4311,37.2773,5.81745,NotCR
DYNLL2,32.8642,29.8239,58.3751,52.0432,44.7489,53.6541,43.2446,68.7612,81.0994,83.4898,166.89,124.582,81.3015,118.175,61.9291,95.6867,98.8983,78.9249,92.8228,91.6215,32.4112,40.0281,33.0513,46.4008,43.3461,53.3601,35.6422,49.0961,32.6666,50.3743,39.8659,39.0468,49.1986,27.2207,42.1142,21.8513,40.0416,36.0311,50.1666,40.0202,40.1889,12.0441,61.98,48.5005,28.0365,29.1982,35.6045,29.5132,28.2024,68.8546,67.0273,45.4629,38.8642,12.4998,NotCR
SUPT4H1,67.7553,56.4044,71.5172,77.7148,74.2723,84.2705,68.9419,40.2124,52.1782,41.5884,89.2058,75.6255,54.1571,65.0876,36.1514,41.1899,45.4753,35.5775,44.5073,36.6907,66.2366,86.8524,71.2005,79.8133,80.0415,74.174,54.1384,68.7409,54.8619,69.4778,83.7798,32.4186,28.5655,41.1911,58.5806,27.9024,69.1019,51.8014,39.1914,78.291,77.6498,18.8607,46.3764,68.2412,63.2728,68.9573,58.9673,74.9267,47.0145,64.8239,64.9305,87.9264,66.9507,92.8712,NotCR
CLTC,75.425,66.1639,88.0628,103.161,91.7056,104.158,78.807,40.3683,60.718,54.2075,125.598,97.7434,70.4455,103.524,39.6805,58.0462,57.8329,40.1547,56.4935,43.6878,62.8434,185.738,125.523,67.372,68.402,65.0955,66.5382,66.9867,62.964,68.5196,68.2927,34.2319,22.8255,38.3644,56.6185,29.5363,80.4269,56.2607,28.5701,79.5077,67.1995,22.3404,76.0731,59.0356,58.3411,64.54,57.6208,57.8159,49.2927,57.5511,80.6249,77.7483,67.6109,26.4952,NotCR
RPS6KB1,16.0974,14.7578,11.5152,14.7791,15.8776,18.1542,14.767,4.84612,5.66366,6.05684,19.5766,15.8585,6.64014,8.55976,5.70917,6.34176,5.88894,5.05294,9.32492,6.36444,15.1595,17.3034,17.0676,21.0058,20.5545,16.2748,10.3957,13.9769,15.6688,13.9381,18.1511,5.96381,4.36387,5.75715,8.05762,5.89285,14.8088,12.8037,12.6215,18.7823,22.9447,7.1177,13.8262,16.5261,13.4485,13.3185,10.921,12.7215,11.1424,8.20161,17.8754,20.596,20.0057,2.98901,NotCR
PPM1D,12.6242,11.2866,4.81324,7.40054,7.70139,8.68801,8.10468,2.14615,2.07888,2.92967,24.8938,19.1658,2.69858,2.94835,2.51219,2.61894,2.78362,2.47071,4.68454,2.43361,12.1215,8.19431,9.66965,15.0981,16.306,8.40116,6.66593,8.11209,6.85332,7.86139,16.0646,2.78753,2.11858,2.97347,4.41095,2.2346,10.8185,7.05047,4.14215,11.9604,20.3851,2.66845,5.54348,8.30242,6.7675,7.80418,6.86371,7.80318,5.03997,19.4175,9.03851,16.6572,11.0179,4.18331,NotCR
PSMC5,164.35,149.595,150.793,203.142,194.408,213.082,198.102,109.374,141.856,117.599,253.386,232.338,151.633,175.863,102.315,144.596,125.85,104.617,147.275,135.292,158.88,164.994,154.439,211.287,211.287,214.525,130.708,222.417,156.701,213.718,217.446,102.027,82.9821,112.287,141.092,76.344,161.291,131.725,180.4,219.981,147.659,59.3573,202.995,199.762,192.306,192.827,129.829,171.987,114.732,238.17,208.077,202.756,177.487,56.5291,NotCR
CSH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9077,0.0,0.0,0.0,0.0,0.0,0.0,0.14768,0.0,0.0,0.0,0.0,NotCR
CSHL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15938,0.0,0.0,0.0,0.0,0.0,0.0,0.278897,0.0,0.0,0.0,0.0,NotCR
GH1,0.557799,0.713692,2.02934,0.48881,0.686109,0.323656,0.487384,0.0860822,0.132851,0.0563923,1.0416,5.26083,1.24224,0.106734,0.100905,0.0792926,0.0493856,0.0782462,0.0593536,0.0747055,0.64811,0.0501016,0.629802,2.11676,0.885123,0.356521,1.08638,0.458799,1.9742,0.670207,2.41985,0.217931,0.223871,1.49292,0.16449,1.87128,0.879732,1.37605,0.254513,0.77245,3.0786,1.24228,53058.8,1.87355,0.639471,0.373441,1.83216,4.3715,1.18549,2.84307,1.00497,2.61804,1.75412,0.263779,NotCR
ERN1,6.92271,9.84756,33.8379,7.24179,8.32594,7.4504,10.1755,0.866603,0.899243,1.06028,3.87908,3.98965,1.08741,1.07941,0.900085,1.76965,1.08962,0.859471,1.64301,1.13895,8.09194,5.14317,9.81734,26.8332,34.6991,4.87412,6.30894,5.00514,8.93244,4.54473,21.7154,3.18675,1.72878,2.86315,3.27604,10.2053,20.5972,16.7028,3.24382,6.84957,16.8139,18.3143,22.0774,12.1695,12.923,12.832,12.3879,16.5514,14.5626,4.53085,8.23791,14.8822,15.1408,13.2501,CR
GNA13,35.0233,32.7935,24.4621,30.9518,32.7002,35.6377,33.7236,12.7498,11.0629,14.5969,20.3106,18.0793,11.4816,11.5763,11.4031,13.1809,11.5342,11.246,33.8366,15.3657,27.8724,29.6597,62.5507,26.4971,31.7022,37.3839,27.7779,28.5415,16.7238,28.1262,31.9173,11.3484,6.36877,12.3826,14.8208,7.44366,52.2401,16.4717,27.2705,31.4843,32.6678,6.06341,15.3325,21.7401,20.0962,20.9299,28.6543,31.9355,14.4333,19.4279,25.2038,28.8189,25.0222,40.7019,CR
WIPI1,51.7055,35.9652,24.3729,39.8947,38.5653,35.9878,31.5255,5.89508,6.49183,6.89423,20.0103,21.2605,8.52705,8.52554,5.68233,5.84925,5.3298,6.94637,10.0568,8.13803,49.3894,131.577,27.576,27.7019,35.4803,23.2166,34.2892,25.11,18.7648,29.2609,27.1361,32.6698,34.5494,19.9665,16.8954,9.22137,50.3396,76.9176,60.2549,73.7279,21.1944,17.4524,30.0688,26.6251,25.3293,34.4655,20.864,20.4646,28.668,16.8905,36.8388,28.3658,26.2294,32.1976,NotCR
PRKAR1A,129.369,122.101,94.375,138.554,127.112,152.647,96.5815,61.8538,76.2545,60.7707,123.268,81.048,60.5943,112.454,59.0066,91.5621,72.4697,49.7386,126.19,71.0831,113.511,123.876,106.634,120.91,128.987,86.4412,50.0562,84.7378,67.148,82.398,118.101,112.583,96.9131,43.7459,63.6293,36.6309,121.219,77.8235,103.079,118.037,151.522,19.2555,105.195,77.6495,68.8595,74.4996,52.7035,71.4205,50.069,86.3109,116.19,138.335,95.3916,38.0609,NotCR
NUP85,28.1682,22.275,12.5498,23.0823,22.3309,23.2673,23.2316,4.68554,5.95823,5.8551,55.4821,51.1135,8.24019,7.75208,5.63926,6.16262,5.93218,5.13454,8.66162,5.19224,27.3326,22.5988,33.04,35.0127,35.1418,21.6508,19.715,21.1265,20.0299,19.9222,34.5117,9.46941,6.04951,10.556,20.8168,10.6639,30.806,19.499,7.9072,37.5194,32.3298,8.67209,16.8108,27.3396,25.6344,26.4247,23.6966,32.1282,15.6337,34.82,28.9098,34.6031,29.5774,8.20142,NotCR
GRB2,65.2453,58.9094,62.0352,83.8707,76.5649,71.8571,69.1714,45.6293,57.3256,49.1286,98.5342,86.0885,61.21,77.689,45.5114,53.3855,61.2134,38.1755,73.032,43.2488,58.6377,64.6603,186.054,58.0932,65.707,77.9352,60.6378,71.1118,57.0319,72.9271,71.3463,37.2553,18.9696,34.1959,48.6547,26.897,88.3493,46.7976,26.0607,75.3057,59.2336,16.8767,63.8005,64.5357,45.9673,49.0826,73.24,127.464,41.5528,32.7147,59.4197,79.6814,56.9959,122.145,NotCR
CANT1,19.0221,19.547,24.2732,27.2721,24.5881,22.5629,21.8539,5.05325,5.77229,6.36985,7.62937,9.61455,10.2728,9.15435,5.26497,8.50771,7.17625,5.56267,16.7686,7.2749,22.1825,53.0196,28.4021,30.3132,35.1208,16.0447,49.5301,17.3772,42.9547,16.3378,25.4238,11.5146,8.28091,11.7219,19.3103,8.93507,25.2806,48.8307,8.39827,18.7213,23.6172,9.76711,25.903,51.7735,18.4709,18.7715,37.6176,35.9419,26.2569,33.2496,23.5239,26.9058,29.4592,25.6919,NotCR
EIF4A3,77.9234,92.7862,80.67,75.8302,70.3385,79.8472,74.5309,19.4453,21.7058,26.0419,49.8152,44.4626,27.5572,30.6038,20.7709,26.7631,26.4779,21.2013,34.4161,22.1246,87.0657,156.567,162.955,109.026,99.2095,67.3073,67.7137,68.1955,126.392,64.4365,116.605,35.5089,21.3741,40.5139,59.4999,25.8612,90.6685,67.4295,27.5308,103.945,133.518,23.5842,81.8723,67.7091,110.669,110.627,65.7708,86.7411,52.1097,105.194,82.7415,103.318,106.687,62.0984,NotCR
CHMP6,22.1317,16.5056,15.2676,21.6293,20.9779,21.3555,22.6311,8.15343,9.51393,8.46747,12.6699,13.2863,11.5763,11.4542,8.12932,8.71607,9.70241,7.86709,12.7964,8.41315,22.3652,25.0266,23.0836,28.1749,28.7105,20.4173,19.9001,20.3096,21.7646,19.6631,22.5699,10.4094,9.3196,12.6187,15.4463,13.5207,23.6217,16.8886,21.8763,27.4058,22.1638,7.96352,18.4095,22.6903,21.2603,23.3459,19.3168,26.2603,14.3643,15.2441,24.7495,28.8409,22.3227,14.9611,CR
P4HB,255.098,256.725,394.273,449.324,386.205,311.703,266.327,40.442,46.0971,46.7943,116.57,112.801,55.7039,60.6874,38.2964,58.9319,51.0376,41.1808,61.9076,42.6132,260.649,1252.51,452.45,285.735,331.139,187.035,222.361,189.783,558.809,189.268,223.484,164.517,111.529,135.564,131.016,511.24,354.322,583.572,171.256,228.143,249.806,960.635,351.184,311.194,361.294,397.065,259.5,399.72,373.609,95.9294,327.125,261.759,393.885,159.637,NotCR
ARHGDIA,270.162,270.149,151.9,339.776,290.344,292.894,218.969,86.5999,114.579,104.673,87.8453,99.3252,130.923,135.86,83.7876,119.647,125.895,83.3228,141.719,89.9922,242.752,430.751,380.985,291.827,250.119,181.13,185.191,199.474,224.43,193.386,256.661,89.1405,54.6808,126.83,134.307,71.6915,315.011,178.251,60.5545,302.262,225.466,77.595,190.494,207.406,185.414,195.238,221.78,234.584,148.346,124.014,223.899,284.224,246.219,202.406,NotCR
SIRT7,21.9931,18.0929,17.6194,23.4935,23.439,22.9227,29.7114,7.56703,8.7494,9.96031,44.3289,44.9683,13.5135,11.7385,8.30519,9.72342,9.74516,9.00659,13.1469,9.19216,22.5139,18.3764,35.9611,25.3273,29.7963,22.6338,36.2114,23.0466,83.9557,23.963,28.1031,6.51198,5.11912,17.4582,18.6996,14.7482,33.8835,29.8607,6.74317,26.4765,23.3932,13.2984,26.9934,34.5314,46.3076,50.6536,49.2266,58.5392,31.0476,47.337,31.7841,25.3876,53.8345,50.8498,NotCR
DCXR,109.108,114.082,51.9075,67.1039,76.7647,84.9019,80.1737,84.4608,84.4313,83.8353,162.116,156.134,83.3454,88.2727,73.972,83.95,78.9959,80.1768,86.7698,107.26,138.733,61.6563,45.1144,73.0445,82.4104,52.0198,58.9216,75.0588,106.692,70.2592,108.843,66.192,74.5384,119.677,111.628,801.933,90.5741,120.984,94.114,115.748,130.254,39.9421,107.102,216.002,103.538,91.6267,58.8411,54.5668,147.699,82.5816,111.427,77.959,94.6726,33.2191,NotCR
SLC16A3,10.9601,14.7726,7.69918,24.6033,14.4296,9.89635,14.7617,1.89343,1.78318,1.83516,2.90231,3.07235,2.17761,2.13133,2.19488,4.19859,1.56037,1.78784,8.28523,3.85549,8.81196,156.567,71.9814,10.8537,18.6544,9.23903,13.5427,11.0402,18.4393,12.6625,14.1165,6.82571,3.06451,11.8796,9.68885,1.94314,34.1504,14.4884,29.7095,12.3075,5.91017,1.20331,7.49472,12.09,3.91172,4.21026,13.1619,36.8519,8.01076,27.4071,20.6037,10.4799,16.8313,182.718,NotCR
USP14,33.5,27.9078,23.1445,32.4367,34.7757,38.4937,30.9256,12.9398,17.1906,16.2595,36.8895,29.6324,19.8428,27.8184,15.2993,22.7431,20.2986,13.2104,23.8011,15.698,29.3151,56.422,52.5574,30.3627,28.9927,29.5298,19.8523,26.9379,25.8644,28.1331,27.101,14.5074,12.1608,11.6833,17.327,11.0114,27.8072,21.6198,30.3126,41.5508,30.4629,8.46667,25.6823,30.5725,26.0465,27.3364,19.5076,19.6538,16.3312,23.3285,28.9304,34.7997,29.3746,4.10594,NotCR
GNAL,6.29537,3.53734,1.13027,7.55779,5.77643,8.57689,12.9199,9.59747,10.0617,28.8777,3.52334,4.73682,9.22031,11.1726,5.81316,7.77657,45.6431,21.6526,2.99929,5.41157,4.48015,0.572165,0.708754,7.62019,7.2804,7.73015,3.36761,5.50403,4.06779,6.10154,4.62938,1.82951,0.567457,1.73866,1.80872,0.663471,3.17476,4.09537,3.77674,7.24834,3.56014,0.67427,18.8966,6.916,6.46301,7.33615,2.7336,2.57805,1.57215,4.76836,5.972,7.2949,8.61896,1.28298,CR
IMPA2,21.5782,13.6758,9.91947,9.35117,9.65521,10.4707,67.353,2.92479,2.6689,4.14479,0.543377,0.721001,3.27757,2.93841,1.91977,1.57528,3.09743,3.72456,1.15711,1.66617,16.0203,11.2308,10.1125,29.0286,20.2275,20.4901,36.0257,40.7667,115.085,46.9345,22.0304,6.33275,12.0238,72.7018,78.3004,19.3314,31.3886,17.8439,102.263,14.2213,15.3361,105.214,17.1449,16.4523,150.508,142.983,21.426,20.0046,32.9592,5.9428,25.2637,20.564,61.05,30.7889,NotCR
AFG3L2,35.579,31.3037,34.6463,25.3518,27.0806,31.0291,41.1474,12.8371,17.8563,16.143,44.1707,35.0043,24.1325,29.7085,12.0399,17.9683,17.8647,13.0425,17.3009,13.043,34.4338,50.345,75.1124,32.2615,33.0925,32.9078,44.0831,31.8197,44.0032,33.0825,33.9964,35.9202,50.3895,26.9182,34.135,17.7071,29.0545,35.6257,82.4331,37.9808,38.0144,16.6083,30.6215,28.0767,47.5324,49.6254,38.8106,23.4275,33.9495,32.1748,47.7191,34.764,37.4765,5.57063,CR
PRELID3A,4.68695,4.08483,2.44018,6.81198,6.59074,7.01011,4.52691,6.26596,8.05922,4.94056,15.7709,17.0583,10.9797,9.60483,6.28452,9.04125,6.7354,4.09171,11.9728,7.56029,4.68765,6.88423,5.38831,7.8459,8.31664,5.67343,2.74951,5.4294,1.58703,5.20091,10.6164,1.67389,0.768244,1.40433,1.48119,0.232336,4.41038,1.50909,0.401537,22.8822,8.34743,0.620287,9.66456,4.96507,2.41619,2.37594,1.95552,3.03571,1.62581,3.42807,5.21346,10.3681,4.87129,0.100919,NotCR
ROCK1,32.3343,23.3913,10.787,46.2305,49.3969,81.4198,26.9458,4.4192,3.66497,4.52616,13.3581,14.2312,4.78159,4.0955,4.14384,5.00036,4.59464,3.91707,7.96398,5.18814,23.7475,43.1625,36.6853,24.9223,25.831,22.7797,15.0683,35.7734,12.3538,36.0451,29.8934,9.22728,5.98499,6.01677,8.33926,5.14433,30.2526,12.2495,5.7357,37.5906,21.9078,4.31469,11.028,17.1814,11.7834,13.4614,17.5227,17.6858,11.2464,10.9698,19.089,31.4642,18.233,8.89744,NotCR
NPC1,16.0672,13.4469,31.4817,20.186,16.8547,19.4535,13.488,8.99517,6.27002,9.80609,7.73712,8.04492,7.44623,7.82406,12.1229,9.22351,6.48014,10.4302,39.4447,12.9396,15.833,32.0914,15.6416,18.5279,17.903,11.4549,8.92008,14.5327,15.5208,15.4258,14.0843,4.8254,3.0364,6.5716,5.53074,3.9991,30.3199,21.2506,7.88011,24.5735,16.9791,3.1948,12.8613,12.1537,18.0353,20.7311,12.6929,12.2113,11.6824,13.4014,11.3514,18.7596,18.408,4.20245,NotCR
PIK3C3,8.92144,7.04583,7.49883,8.89361,8.56711,11.3151,8.38555,4.23689,5.07039,5.74214,18.3114,14.9658,6.36265,7.61762,4.48074,4.94301,5.99014,4.79828,7.25058,4.49086,8.52651,11.9239,9.88035,10.3652,10.8308,7.83131,5.55271,8.10633,5.59513,8.04485,9.96967,3.40625,2.31368,3.53051,5.34098,2.18607,7.70402,6.84137,4.0443,12.6747,11.2518,2.3237,7.86754,7.31149,7.95309,8.53761,6.48402,7.3432,4.84475,9.95219,9.61105,11.1473,8.3475,3.63184,CR
SMAD2,6.68592,5.29497,4.81534,6.50461,5.64363,6.80324,5.94238,2.37646,2.56688,2.21377,3.38815,3.09653,2.38835,2.85335,2.27502,3.01102,2.37566,1.83374,4.3984,2.98891,5.98763,5.99518,6.69196,5.65382,5.84541,6.5011,4.33319,5.20642,4.2345,5.39856,5.7296,2.43661,1.57578,2.30872,3.0859,1.26941,6.25947,4.6108,2.26883,7.97986,6.76648,1.58511,3.85031,4.72745,5.48073,5.86693,4.02631,4.61845,3.35847,5.8598,9.30055,6.30352,5.84332,1.85427,NotCR
RPL17,1166.69,1125.77,847.373,1108.86,1113.53,1199.39,1288.04,348.258,318.924,308.39,769.272,659.999,312.969,349.326,278.24,383.288,412.533,267.016,503.969,384.013,1326.2,2274.43,2125.67,1906.36,1865.74,1287.08,875.643,1176.66,1148.31,1114.58,1449.08,460.438,290.251,524.862,845.025,334.446,1023.64,962.062,357.72,1059.51,3253.42,984.547,1014.8,1220.42,1434.11,1273.87,966.098,1128.59,952.149,501.369,1233.21,1690.96,1442.91,102.334,NotCR
ATP8B1,15.3915,8.18064,7.2877,42.6855,27.6521,39.2034,23.2745,0.443792,0.799056,0.453711,0.233342,0.304427,1.1774,1.59795,0.741315,0.536378,0.385963,0.447995,0.793318,0.657352,13.8416,28.5678,0.719194,11.7633,12.218,10.1301,41.1566,11.6481,21.6107,11.3141,13.9284,3.42451,2.10063,4.18496,8.08976,4.18559,14.8288,21.4991,1.20596,6.99124,2.75882,14.3902,5.00216,21.4987,12.7614,14.5064,19.2045,4.40944,33.5871,1.39303,21.5254,14.3551,24.874,0.0739351,NotCR
CNDP2,30.3739,29.0158,19.4126,17.8201,22.4715,16.8742,29.4064,31.1177,32.4971,38.2609,22.44,24.3056,40.4962,41.8235,31.8886,35.2305,37.0245,34.8979,63.5024,39.9901,36.9248,31.3222,62.6712,30.8135,34.737,15.2568,33.1405,16.2653,36.4008,15.93,29.383,11.3513,12.327,86.527,78.4613,50.5781,53.5955,31.7995,7.40122,42.8388,25.7205,19.7712,29.2952,55.4134,25.0867,25.2146,68.521,72.3328,35.9957,15.9482,71.9368,25.2014,31.937,12.9459,NotCR
GPX4,699.604,512.212,324.617,318.835,330.123,323.836,252.265,180.175,229.379,213.212,193.836,193.726,235.439,259.187,170.113,229.492,260.978,187.661,211.833,225.039,475.936,296.306,238.101,264.344,325.134,192.879,130.861,197.426,132.639,184.556,192.856,166.111,118.181,236.918,245.472,198.257,273.732,203.379,196.724,294.413,244.403,41.1512,336.7,274.095,191.654,210.507,157.43,160.728,108.374,1682.13,284.702,193.257,213.878,104.194,NotCR
RPS15,618.926,607.726,413.722,543.807,577.336,584.267,622.525,318.256,271.88,252.53,497.738,440.709,258.845,283.284,253.544,276.987,301.127,244.264,388.67,315.071,689.811,789.534,1011.06,926.832,850.043,623.078,468.418,595.707,663.225,550.144,755.806,253.218,177.548,278.879,418.352,184.44,524.554,551.51,354.234,679.599,1394.13,384.028,637.872,792.391,1062.73,998.278,505.132,655.548,436.141,300.083,590.497,807.459,841.331,376.8,NotCR
AP3D1,58.3486,56.7596,66.8548,72.623,68.1335,73.9759,72.2361,33.7339,46.16,40.7874,110.477,115.937,60.772,59.7109,35.1968,45.0921,42.8363,34.1402,31.2189,33.2493,62.8411,104.331,90.8712,76.9438,84.0359,76.1671,59.6346,73.4994,65.2455,75.3033,83.86,43.8804,32.2838,46.1173,56.698,37.6028,78.4048,65.6676,47.9528,71.6288,76.5293,45.4518,144.754,81.0652,55.9798,60.2143,63.7654,74.5401,55.9102,116.555,98.2078,90.875,64.7252,22.9041,NotCR
LSM7,42.176,46.8542,34.6189,53.0513,53.563,46.9893,55.4297,31.6006,31.6235,38.9982,58.027,49.52,28.8987,34.3191,27.208,37.0362,36.7482,34.8003,46.4521,32.3591,50.4277,92.5193,123.502,81.5363,85.0363,47.1086,50.9623,40.6221,60.4169,38.8765,67.7352,21.8146,16.7033,31.8908,45.2529,23.4235,50.9823,39.0052,20.9833,56.0459,75.4765,17.707,79.5064,64.5672,50.717,46.2102,64.4222,83.0779,34.6234,48.343,56.4982,68.2828,64.8792,17.0297,NotCR
GNG7,2.76112,4.52486,8.05861,6.47345,5.21205,2.22596,13.8527,74.4639,78.2715,468.509,62.1262,71.7294,89.5136,82.118,80.8497,51.159,455.94,422.324,161.174,71.3168,6.9011,1.07904,31.7944,9.82225,12.8508,11.8979,8.37191,17.8059,5.7763,19.0669,18.1295,21.8395,15.764,7.93795,11.659,2.63956,8.0268,16.0124,1.87784,10.9646,26.4815,4.32523,33.3969,15.2732,3.94054,4.30756,19.0674,32.0436,8.37381,20.6414,13.0058,19.0286,5.16644,5.2963,NotCR
SGTA,48.9651,40.9136,39.7835,53.3373,53.1877,55.0524,60.886,41.5888,47.9194,40.7757,75.425,78.302,60.2356,57.1864,45.9259,48.5821,42.5444,38.324,76.1982,46.3121,51.2668,56.1689,60.7173,67.4823,65.9555,64.6275,44.3945,62.4302,49.4174,62.0859,69.9043,45.5203,36.4323,35.0253,52.8171,31.0116,54.0553,38.9182,56.1954,71.6405,78.088,26.1026,73.3238,69.5652,43.1592,46.8611,41.6172,59.2496,42.302,87.99,74.884,74.1263,52.4687,21.717,NotCR
GNA11,60.0244,48.3239,43.8169,84.7925,61.18,70.9678,65.7551,33.0082,43.0764,27.2262,140.505,153.029,55.8589,49.826,32.6052,31.4221,32.1325,25.6,33.768,24.7587,60.2224,66.9584,7.37375,60.1989,76.9093,81.8629,87.1188,84.9011,40.457,97.2849,94.2661,41.0032,32.2833,39.5527,37.7638,18.3799,70.9155,51.4733,38.6937,93.5949,68.2343,18.5729,58.2899,81.0704,54.1354,58.9342,90.0457,36.7012,43.6009,104.736,75.4418,90.0866,52.4663,1.21859,CR
GNA15,7.28025,9.4527,3.95557,6.85997,6.47352,3.01352,7.7416,2.2096,3.47068,1.12005,2.1549,2.02213,4.7641,5.04136,2.48353,2.03639,0.991081,0.935325,3.23097,2.16765,7.84369,0.159795,35.9638,2.76955,3.01452,3.05116,3.06791,3.0555,141.701,3.24157,4.1487,1.32239,0.834399,1.5287,2.23693,0.630879,24.5235,16.3842,0.406421,5.39315,1.34675,0.629846,1.85969,17.8581,73.1348,66.9334,3.85049,13.8587,2.88454,3.70961,2.40852,2.49676,70.637,35.529,CR
FZR1,21.4584,15.6462,24.7474,26.1494,23.955,28.5131,26.1274,14.1071,17.4841,14.8695,63.3839,72.4628,24.3234,23.3749,14.65,23.8149,17.992,12.7659,17.6934,15.2616,23.8497,23.575,22.4613,39.457,40.9903,25.4161,20.4988,21.9934,26.8377,20.5558,33.5499,9.61195,7.0283,14.4347,14.6624,14.225,25.656,25.0504,10.8335,34.4874,40.3884,9.59161,57.3896,33.377,33.6803,36.6218,23.6141,27.8726,17.4063,70.1333,45.6549,38.7043,34.1042,17.1393,NotCR
EEF2,1456.39,1367.89,1100.68,1300.8,1233.97,1423.14,1464.08,490.004,675.906,448.569,1083.46,998.114,812.693,787.276,389.052,453.672,512.748,382.463,574.149,404.501,1437.14,2856.01,2101.64,1740.27,1850.12,1791.37,1037.94,1719.45,1226.73,1674.52,1510.84,767.031,659.038,535.533,535.703,442.467,1137.29,1240.2,1624.71,1071.48,2998.09,1415.11,1268.78,1223.97,1447.52,1475.33,1070.5,917.722,1197.25,818.004,1342.31,1835.94,1336.93,634.59,NotCR
MAP2K2,79.7737,72.5031,89.6036,77.1594,72.1096,69.5771,90.887,59.731,76.4808,63.0599,113.562,117.988,98.713,96.5033,59.5431,69.116,65.136,58.5204,65.7042,60.8512,77.5413,128.837,125.255,115.756,109.775,91.2558,90.3722,80.4132,99.5336,80.6413,94.9751,54.5585,54.4736,44.7283,56.8024,43.9669,86.1846,71.6609,108.116,104.508,112.992,50.1666,115.057,114.316,91.9482,97.7458,95.0348,97.525,70.7034,196.936,100.584,107.472,93.1499,96.4023,NotCR
SIRT6,16.3522,14.3842,18.4766,22.0788,21.2616,19.1141,21.0066,8.54718,11.314,11.6279,30.2831,29.5278,15.7534,15.7364,9.75198,11.7188,12.25,10.4247,12.2331,10.0164,17.2372,20.7674,28.6088,25.4867,25.8535,16.4984,28.1423,16.987,18.4081,16.3659,23.8012,9.07069,6.4453,11.8983,19.6023,7.9737,20.1673,15.5301,6.57042,24.3931,18.716,9.53395,29.003,27.8759,20.2601,21.2393,24.4324,28.6812,14.2689,14.8518,24.6956,23.2794,21.539,16.0495,NotCR
LONP1,41.1605,37.7198,207.942,41.5099,39.2967,41.3872,41.2053,27.3728,36.2819,33.8642,61.5564,59.3145,42.2653,44.672,26.2543,33.2267,34.2626,30.4912,32.6325,30.9304,41.6783,81.6859,109.599,49.0085,50.0305,41.9682,32.9008,42.6787,31.9693,42.4336,43.4957,31.3108,38.3446,34.3699,34.4854,37.5533,43.5734,34.562,40.1236,49.2558,47.9583,17.6056,62.99,44.9919,40.1592,41.8872,35.651,42.0753,33.7051,45.4085,48.6457,51.2857,39.3397,10.3447,NotCR
