Gene,Adipose...Subcutaneous,Adipose...Visceral..Omentum.,Adrenal.Gland,Artery...Aorta,Artery...Coronary,Artery...Tibial,Bladder,Brain...Amygdala,Brain...Anterior.cingulate.cortex..BA24.,Brain...Caudate..basal.ganglia.,Brain...Cerebellar.Hemisphere,Brain...Cerebellum,Brain...Cortex,Brain...Frontal.Cortex..BA9.,Brain...Hippocampus,Brain...Hypothalamus,Brain...Nucleus.accumbens..basal.ganglia.,Brain...Putamen..basal.ganglia.,Brain...Spinal.cord..cervical.c.1.,Brain...Substantia.nigra,Breast...Mammary.Tissue,Cells...Cultured.fibroblasts,Cells...EBV.transformed.lymphocytes,Cervix...Ectocervix,Cervix...Endocervix,Colon...Sigmoid,Colon...Transverse,Esophagus...Gastroesophageal.Junction,Esophagus...Mucosa,Esophagus...Muscularis,Fallopian.Tube,Heart...Atrial.Appendage,Heart...Left.Ventricle,Kidney...Cortex,Kidney...Medulla,Liver,Lung,Minor.Salivary.Gland,Muscle...Skeletal,Nerve...Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin...Not.Sun.Exposed..Suprapubic.,Skin...Sun.Exposed..Lower.leg.,Small.Intestine...Terminal.Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole.Blood,Class
ABCC5,12.5316,12.6744,13.6736,17.2283,16.5072,12.8172,25.2101,8.71135,14.2446,16.9896,78.4137,88.3366,24.7442,22.3277,11.7835,15.916,19.0207,13.4053,14.6244,11.4401,11.6293,14.7957,3.45923,32.4352,24.128,19.1967,17.504,18.19,30.4731,17.6144,18.3619,17.6753,13.4747,15.942,21.0374,2.65847,14.7724,12.9723,44.2181,35.4341,25.0049,3.76046,36.2903,24.0933,11.0268,10.1691,17.6632,31.4296,25.6218,20.0651,14.7849,26.2706,34.5356,4.47932,NotCR
EIF2B5,39.4278,34.1397,32.9796,42.0056,37.2239,38.6147,51.2102,13.4776,18.5057,18.6195,71.4623,70.7472,29.8517,28.3084,15.3624,22.9889,19.7709,15.9287,24.9032,17.6885,44.38,37.3949,52.8333,54.9318,59.6537,43.2629,37.9445,41.8356,43.0595,40.3685,55.3974,21.5468,18.818,20.5999,36.2511,19.5354,49.2805,44.5813,39.3729,54.21,56.0409,17.8661,59.6359,59.5638,49.1668,50.9355,42.4682,55.5636,34.8986,34.8768,57.463,53.0517,52.6245,11.7681,NotCR
ALG3,28.4333,28.3026,38.3558,32.7479,33.3188,29.3054,35.6042,6.83225,7.77474,9.13112,13.2976,14.3248,10.4503,10.5472,6.58875,9.18491,9.66113,8.35727,12.3707,8.45918,30.1285,64.948,40.9569,30.5013,30.4712,29.4009,28.3694,25.6779,36.0537,27.5934,29.4493,12.943,9.892,13.4866,23.0497,29.4193,29.9144,34.2389,19.1336,30.0593,24.6072,20.2667,25.9858,33.1636,33.8468,33.8577,27.1095,31.1716,24.6894,53.2679,34.2905,32.2237,32.378,12.3246,NotCR
TP63,0.365384,0.192479,0.112707,0.220445,0.43833,0.590654,2.25858,0.0753514,0.0727141,0.101554,0.0743149,0.102583,0.0797862,0.0752539,0.108023,0.116362,0.0884183,0.0675021,0.109136,0.0856431,5.26804,0.0788924,5.13025,0.823349,0.797942,0.304298,0.13828,0.204076,71.7905,0.201279,0.289616,0.205107,0.139124,0.152326,0.0794163,0.0741927,0.610725,15.0302,13.9435,1.75064,0.144457,0.0325017,0.36486,17.4629,138.846,115.666,0.240849,0.158493,0.0805884,2.5114,0.378333,0.300531,77.8514,0.0468324,NotCR
OPA1,21.5433,17.2229,20.7413,19.4569,20.6318,26.7873,22.0324,14.423,18.867,19.0331,29.1242,21.3022,17.5662,28.8043,13.4853,18.1104,20.9216,15.305,17.2444,14.7513,19.2039,33.6616,41.6864,21.1383,22.4148,22.3299,19.3246,20.968,20.1795,22.1545,19.7835,15.3659,16.2126,8.98721,11.2199,9.01643,16.1968,17.2937,21.8282,24.3608,20.6903,6.97962,18.761,17.502,18.2054,19.9225,18.0605,14.5769,15.1879,12.6119,21.0655,23.7127,21.372,3.26019,NotCR
PAK2,46.1768,41.2521,21.5717,33.746,36.0636,38.9687,33.8202,14.4697,12.5556,14.3955,21.0794,16.8716,11.863,14.097,14.2872,18.5926,14.3233,12.6023,32.476,19.1438,36.8595,59.2259,67.938,38.7609,38.8339,32.455,26.8303,30.6142,27.826,30.931,36.6948,18.298,11.771,13.5345,18.4198,17.2459,40.9031,24.9892,22.5832,49.4658,32.7272,9.18867,16.5826,26.5353,23.6749,24.2003,31.7815,40.3578,18.6443,20.2978,28.8812,38.9381,34.9163,32.1447,NotCR
NCBP2,44.7093,43.0131,42.4421,41.0796,45.1671,42.8652,52.6154,32.9099,34.7373,37.9412,60.2034,47.6516,32.7832,39.7377,29.0435,36.5798,40.0557,30.4698,38.551,33.5708,43.2626,85.0629,97.0681,43.9559,50.0922,48.3513,37.6431,44.0375,31.5357,46.5459,50.311,18.8652,13.7191,24.9121,35.6977,13.8661,40.9866,30.5358,22.0657,49.8305,49.6046,13.6539,38.7665,43.904,32.3435,31.3008,39.7327,44.15,27.8247,39.3725,49.6791,50.9247,39.1602,6.93413,NotCR
RPL35A,515.025,465.039,313.75,472.172,472.06,539.732,447.846,157.524,140.195,144.614,232.052,193.002,125.183,146.756,127.118,151.794,175.27,127.234,185.404,165.373,579.036,652.032,811.858,777.821,814.442,453.612,322.41,443.981,397.14,397.641,649.537,199.083,154.757,172.984,279.174,106.949,389.13,386.275,176.945,478.39,1291.89,313.75,350.738,458.947,587.412,543.93,364.117,425.992,351.669,222.463,432.531,683.337,561.84,85.2497,NotCR
RGS12,11.7895,7.87259,6.61106,8.47866,8.20035,8.63773,14.2675,12.0928,17.2104,13.8712,24.2956,26.178,22.2573,19.9494,9.36853,9.24268,12.8378,12.2719,7.66036,7.17276,12.0627,5.59212,1.45546,24.2886,20.199,10.3744,6.9759,11.8657,33.9594,10.317,15.5668,3.38085,2.67967,8.28184,8.85701,8.74232,16.258,10.7799,6.01577,16.6656,19.0022,2.30901,17.3656,23.9382,26.8194,27.8956,7.15284,7.41815,5.61784,17.1986,12.9534,15.9262,30.566,0.843076,NotCR
TADA2B,14.1603,11.8887,18.5403,17.5113,16.3104,20.7395,16.667,6.52011,8.16399,8.94767,18.4402,18.2085,10.6558,10.5964,7.30986,6.89018,9.20435,7.01181,7.22376,6.13968,15.5325,12.2101,11.1482,16.2052,17.7084,18.262,13.7049,19.4696,13.4403,19.2642,18.8739,10.4245,10.0163,9.92252,13.2078,8.71824,14.2044,16.3322,30.9076,14.9581,21.5199,11.5996,14.2106,17.7378,14.7692,16.5372,16.058,18.2231,14.7119,28.6143,17.9918,19.845,14.5508,13.8393,NotCR
ACOX3,14.2357,11.6998,12.4872,19.1386,16.4357,16.0297,18.5741,4.47577,5.42364,4.31927,5.59649,6.09383,7.00499,6.52612,4.35509,5.51085,4.29581,3.72865,6.68782,4.81159,16.2696,19.645,21.9667,12.7871,11.4439,14.6444,11.4944,18.8495,38.5251,19.9634,15.4532,13.0119,5.68038,5.31167,7.21776,10.4995,14.1109,20.6882,4.41011,14.9778,15.3982,7.95196,9.20847,20.2156,21.0545,21.5949,10.5237,9.85871,13.1485,7.71835,13.9943,12.333,25.3741,3.61708,NotCR
SLC2A9,1.12,1.05838,1.26371,2.07402,2.14353,2.66908,5.86003,0.239551,0.235921,0.279674,0.0877616,0.0996947,0.21883,0.23348,0.264164,0.313482,0.217232,0.209978,0.865874,0.357465,1.28879,1.36146,0.203464,1.48731,2.00859,1.83764,1.26334,2.60146,2.89452,4.75123,1.57107,1.21746,0.609083,5.29737,2.65512,3.53199,3.14794,3.26076,0.232197,1.48095,1.21903,0.298986,1.23781,3.52717,1.30431,1.25733,2.14624,1.29977,0.590975,0.872088,2.27861,1.59846,2.99933,1.16836,CR
RPL9,1758.74,1723.14,934.73,1709.66,1649.23,1901.37,1776.45,589.87,509.165,491.39,1139.01,894.947,478.921,578.548,481.001,576.469,669.031,446.173,739.072,631.433,2034.66,2054.18,2950.83,2614.71,2528.56,1812.76,1170.07,1621.9,1331.18,1514.51,2147.74,606.853,392.057,651.342,918.116,414.052,1332.98,1192.27,655.263,1651.34,4476.5,1035.52,1205.98,1638.47,2011.1,1835.94,1198.74,1377.64,1025.47,529.207,1344.3,2398.12,1998.74,198.471,NotCR
ATP10D,10.1522,8.85453,8.78694,33.0436,20.0896,20.9712,13.3875,1.98944,1.99641,2.77478,1.68203,2.24148,2.38425,2.10108,1.89757,2.97501,2.96682,2.18252,3.05137,2.62975,8.66755,15.4043,15.1308,16.4097,17.021,11.3719,6.42894,12.6551,16.2047,11.0357,10.5907,4.60224,2.70708,7.33804,9.23189,2.255,13.5552,6.87935,1.10606,14.9674,15.0829,2.67172,12.3242,10.303,19.6987,20.0676,7.48911,16.1701,6.11762,3.4795,16.462,18.2872,21.2848,1.60447,NotCR
CLOCK,8.59995,8.02249,6.68595,10.0821,10.0737,11.2298,9.67656,3.66137,4.72906,3.98736,16.0239,13.3955,5.24938,6.79217,3.5954,4.45536,4.04904,3.20828,4.90182,3.55701,7.88508,11.6954,6.25185,13.0081,11.8634,8.91877,6.11045,8.95116,11.3262,9.54271,11.4287,4.89891,3.56651,3.20618,4.45366,2.66429,9.38056,6.96277,7.42245,10.765,10.1629,2.91941,10.7832,8.58552,6.46356,6.46885,7.10475,5.44105,6.65356,14.5914,11.3118,13.5037,12.7424,0.693093,NotCR
PPAT,3.98867,4.49033,6.23961,4.20927,4.80638,4.16641,5.39403,3.48349,4.53354,3.97813,8.97804,8.44776,4.73306,5.54082,3.17669,4.4083,4.21915,3.0086,4.211,3.91065,4.79114,17.146,35.9787,7.13784,7.10511,4.16172,3.8603,3.36941,5.26182,3.35185,5.79563,1.62976,1.1089,2.56268,5.38424,2.63308,3.4502,4.34972,2.13853,6.49815,10.4897,3.40782,6.86962,4.89532,4.98301,4.53124,4.09893,4.60108,3.46096,10.4776,5.98265,6.69063,6.72567,0.574832,CR
MTHFD2L,2.32718,2.1263,3.57547,3.19026,3.74185,4.06019,3.26222,2.20565,1.85326,2.15496,3.15504,2.87555,1.75614,2.09559,1.89736,2.91156,2.56622,1.81419,3.02737,2.22083,3.60171,2.39894,3.07141,3.5453,4.12877,3.69419,3.00911,3.56778,2.63252,3.76423,4.22339,1.57109,1.47387,2.2173,5.17931,4.52481,3.23821,3.28786,1.93226,4.22387,4.50966,1.57567,5.71622,5.29014,3.02906,3.50875,2.8073,3.25463,2.95897,5.30118,6.70231,4.09748,2.85669,0.301225,NotCR
MRPL1,17.6012,16.56,18.1163,18.0441,18.9648,23.7871,20.5122,10.0509,12.1976,10.9863,17.5791,14.294,13.5507,19.8498,9.7787,13.1812,12.9628,9.52106,11.2473,10.5513,17.586,34.2819,29.6062,23.8466,23.1462,20.4969,18.6112,17.0094,17.4025,17.598,19.8467,13.6025,14.891,12.4037,21.0208,10.1265,14.1222,12.8615,21.6105,21.8002,19.1526,6.80212,15.7986,16.4495,12.0647,10.4846,15.6846,14.8864,13.6321,11.3439,15.2082,23.1775,19.5525,1.67436,NotCR
PRKG2,1.37025,0.176976,0.0324379,0.119702,0.0958234,0.0455575,0.258575,1.46938,1.76767,0.75905,0.271502,0.250717,1.61857,2.10387,1.09449,1.71429,0.830467,0.480584,0.583373,1.0335,0.883534,2.91222,0.0366884,0.63304,0.498594,1.32966,1.68516,4.54523,0.61755,5.42753,0.175333,1.88199,0.0218438,0.307688,0.352511,0.0284451,1.21556,0.468555,0.0233018,1.38037,0.109104,0.336591,3.75079,2.64685,1.14464,1.57057,4.041,0.091391,0.136975,1.60785,0.198817,0.35854,1.02842,0.0340438,NotCR
HNRNPD,119.645,107.302,74.1376,108.782,105.795,119.576,125.793,42.0192,46.7173,41.3967,118.681,104.774,47.0572,57.7386,38.5138,52.8286,44.8537,34.6483,58.3164,44.3813,131.078,145.582,255.065,173.109,178.135,118.304,100.816,102.86,108.123,97.3018,161.941,53.7896,33.695,49.507,89.1873,39.1253,135.324,110.012,49.4371,143.296,193.169,50.1545,120.605,122.773,130.544,127.703,117.001,136.52,91.4544,88.5242,138.876,182.74,140.428,47.4935,NotCR
HNRNPDL,167.821,154.015,96.8746,208.748,197.989,208.75,176.236,67.5368,77.6735,83.2229,247.566,218.857,96.6832,105.305,76.8494,86.402,85.7427,69.1082,145.834,88.9582,188.143,138.738,165.917,271.004,277.057,202.132,129.298,182.976,116.809,174.532,269.702,72.5325,46.9657,80.0633,115.605,50.4626,213.115,125.163,98.4878,282.627,308.768,68.9036,179.08,178.456,164.429,148.571,159.626,176.668,115.975,97.6311,218.783,294.573,213.461,30.7032,NotCR
SCD5,5.49806,7.87365,128.562,8.17444,8.79857,9.14651,12.0095,196.445,189.614,171.801,160.412,156.107,131.214,199.518,166.204,182.1,173.59,153.936,277.846,223.975,8.17911,9.23602,1.06422,20.0922,16.3907,18.3415,7.26354,13.5775,3.49447,13.4511,22.3935,5.40584,1.48857,10.3146,17.9587,0.648035,11.296,20.5505,0.651056,29.9907,112.343,11.5249,45.6829,12.4909,7.70624,9.20982,4.12403,2.5586,10.8666,37.9712,26.5555,12.644,12.5912,0.329102,NotCR
COQ2,5.18584,5.92185,16.3744,4.06577,5.28954,4.60084,5.0256,1.99511,1.97095,2.41204,1.67329,1.72077,1.96023,2.38349,1.97867,2.46971,2.50295,1.97679,2.95976,2.26189,5.13182,15.956,11.4938,9.82702,8.94784,4.41508,6.53259,3.48323,9.68046,3.46915,6.71449,5.95747,6.94994,3.79713,5.11908,4.43552,7.26153,7.61719,8.64835,5.51749,9.35942,2.10485,5.19146,6.10402,9.81882,11.3571,5.4599,10.0252,3.66364,5.34364,7.4588,8.45077,8.25076,4.12536,NotCR
CDS1,1.47681,0.860063,7.48208,0.276751,0.287738,0.359278,2.13354,7.3746,12.1915,11.8532,28.6028,24.6482,13.6555,20.3178,6.30892,9.2776,10.9705,8.32323,1.8543,4.72611,5.15477,0.113072,0.04591,2.19476,2.57086,0.430211,9.89975,2.07607,31.8598,1.84414,2.87421,0.276911,0.334997,6.71927,10.9923,0.299181,9.87687,20.1604,0.0544637,0.681482,8.41315,3.14496,10.6662,7.98052,26.7427,29.3459,11.9933,1.32136,5.3078,13.7298,28.0859,1.46649,20.9807,0.0982188,NotCR
MAPK10,2.41422,5.61366,4.26535,3.31691,2.81715,0.857463,6.8006,12.8882,21.8662,13.8178,19.842,16.951,29.8162,40.53,12.4181,14.5199,15.2242,9.86472,12.1466,12.9997,2.37835,0.20595,0.0194571,10.7411,10.9409,2.65799,1.47556,2.78503,0.741068,1.52208,5.11794,1.24404,0.26771,3.34592,4.27922,0.20146,2.3903,0.362154,0.109522,2.83591,5.74666,0.603437,13.7575,10.8356,0.323082,0.330889,1.59665,1.83984,1.315,7.69029,6.01014,12.5962,9.92427,0.0261022,NotCR
HPGDS,5.0657,4.04443,0.83283,2.51967,2.78631,1.67572,3.52181,1.08986,0.544393,0.804553,0.305466,0.187556,0.421585,0.554788,0.87269,1.17239,0.660872,0.553587,3.12284,1.60516,3.12145,0.0,0.040431,2.04608,2.17417,2.09959,3.42646,4.20154,1.49691,4.10244,1.76961,0.534053,0.308994,0.455196,2.00179,0.189446,7.60711,2.06685,0.267579,2.85815,0.607354,0.330841,0.447845,4.10922,3.58718,3.54233,5.31234,0.522352,2.23955,0.500723,0.549097,3.91469,2.2223,0.0999865,NotCR
PDHA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.942,0.0,0.0,0.0,0.0,NotCR
PPP3CA,34.3603,25.0694,20.3513,18.8771,21.4065,22.6147,25.5277,39.9393,73.2083,155.414,183.152,106.023,88.193,158.051,68.331,29.2912,140.031,114.318,13.4656,14.2626,29.5648,31.7797,14.0476,30.5497,23.9398,18.9909,14.0711,16.3442,11.1587,15.4585,19.3728,7.3242,4.56806,5.36276,7.0803,5.15203,23.4187,23.1706,16.9314,33.2869,22.7154,5.03679,14.8009,50.7318,27.5558,28.5064,15.1408,14.8404,13.7729,11.763,19.452,20.0987,27.8327,12.4901,NotCR
CISD2,10.114,11.6139,18.323,13.5932,12.9881,11.9343,11.7969,12.5245,15.8034,11.4079,28.1226,20.986,14.7262,21.7664,11.9066,20.2976,12.201,9.51837,20.09,15.437,11.1518,20.5125,22.7862,13.5857,15.4592,10.3766,10.8264,8.92985,10.7963,8.3524,13.6018,6.51239,4.82034,12.4182,13.2098,19.5416,13.5668,12.0701,3.8683,13.1348,12.68,8.74804,17.1585,13.3996,11.1449,10.9262,11.6827,15.4516,9.63593,9.84124,19.2246,14.0762,12.7105,4.93953,NotCR
RPL34,1002.67,922.002,491.408,900.789,915.27,992.653,917.753,401.229,346.065,329.348,602.183,458.552,278.406,342.201,307.487,366.545,394.947,315.596,568.306,424.849,1170.02,1132.12,1523.98,1495.83,1546.88,854.108,645.759,833.553,739.484,739.003,1259.41,329.254,223.55,368.28,612.273,243.579,721.672,755.86,329.644,920.941,2204.08,663.963,771.608,912.182,1082.87,939.968,771.921,919.287,603.349,296.733,908.638,1339.13,1133.12,47.3401,NotCR
MAD2L1,1.14115,0.745943,1.16332,1.00904,0.959638,1.07682,1.3169,1.02139,1.37612,1.53956,2.71134,1.84915,1.36642,2.34053,0.956584,1.39266,2.35698,0.98696,0.986736,0.893615,1.25622,10.7182,40.4163,0.968769,1.14184,0.84407,2.01388,0.719288,5.19169,0.77058,1.43986,0.574356,0.333862,0.465998,0.672923,0.226476,1.00749,1.0954,0.363445,0.95907,1.45108,0.231535,0.662583,1.09175,1.65235,1.57776,2.84902,2.64342,0.890324,8.77767,0.763532,1.17948,2.21633,0.501939,NotCR
SLC25A31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0593347,0.0713667,0.0646021,0.0593278,0.0511272,0.0714342,0.0846929,0.0656688,0.077366,0.119493,0.0477596,0.0493157,0.0339333,0.0,0.0,0.0,0.0541118,0.0218772,0.0296716,0.0,0.0197461,0.0,0.0202207,0.0,0.0201102,0.0,0.0,0.0158084,0.0,0.0,0.0,0.0,0.0348804,0.0451382,0.0,0.0783439,0.0311751,0.0,0.0,0.0,0.0,0.0,63.7317,0.0418107,0.0469543,0.0,0.0,NotCR
SMARCA5,30.7809,27.8252,41.2697,36.6516,34.2447,39.2307,36.5373,14.468,14.3913,15.9962,28.7334,24.4021,16.6591,19.2717,14.8764,19.2072,15.9346,14.3455,31.6816,19.3957,29.9347,54.8645,74.8247,38.6809,40.0663,35.8668,25.6647,37.5675,21.0222,36.8716,37.9968,13.8316,11.1526,11.2456,19.8408,7.10526,36.869,26.0395,14.7154,42.6712,42.7505,12.2096,33.6882,27.3002,18.9928,19.5797,28.8485,31.1908,19.8381,56.6102,37.8785,42.4822,28.3642,5.95096,CR
LSM6,10.2218,10.1572,5.14659,7.8593,8.11647,7.45863,8.17391,3.09071,3.7956,3.05442,9.18566,8.25141,3.31854,4.26373,2.5348,5.38845,3.70271,2.60737,4.08323,3.96811,10.6071,10.7358,29.2822,9.62124,9.59404,6.51691,6.33763,6.60201,6.29556,6.04987,9.27491,3.12072,2.25033,3.85374,5.69536,3.22782,10.0925,5.56985,2.86118,10.0143,10.4597,2.47559,6.7685,8.23367,5.18347,4.83983,8.02645,10.5717,5.18355,8.6389,7.95007,10.2215,8.21265,4.03431,NotCR
RPS3A,1135.6,1122.01,581.884,1055.09,1100.06,1222.57,1173.12,324.025,283.574,272.029,634.482,527.453,275.085,319.854,259.244,324.445,380.65,218.661,462.668,367.839,1364.62,1640.35,2411.48,2073.52,2002.82,1066.06,836.466,1001.7,1084.52,917.044,1447.22,416.798,274.493,461.235,779.367,233.915,930.663,914.06,468.567,1134.69,3147.2,742.591,836.884,1133.62,1584.17,1379.38,938.979,1112.55,737.018,422.276,1057.98,1678.66,1479.59,141.747,NotCR
GATB,10.0125,9.51097,19.148,6.19453,8.04018,7.95202,11.8141,9.87644,19.8775,11.1923,17.3397,15.8044,24.1533,28.0745,8.81228,12.2705,13.6862,9.49846,46.7342,16.7928,10.0292,22.8182,20.3768,10.2127,10.0987,10.0524,9.19858,9.53121,12.0945,11.0008,7.69856,23.5504,21.9488,8.56016,10.6003,7.86607,7.64126,7.36013,12.9774,21.0859,11.3759,2.79166,8.98998,7.4447,16.0797,16.136,8.04498,9.88356,8.00818,13.3319,9.59985,10.0737,10.0894,2.31633,NotCR
TDO2,0.0391518,0.116603,1.04791,0.0506161,0.150661,0.0137575,0.0819981,0.210313,0.647553,0.0321179,0.0,0.0,0.69382,1.25789,0.316057,0.193105,0.0520538,0.0217311,0.34297,0.261899,0.0528583,0.0305247,0.0575732,0.0720826,0.094441,0.529997,0.593211,0.0458583,0.456322,0.0303636,0.118089,0.017024,0.0,0.13731,0.535788,174.632,1.90372,0.339626,0.0102197,0.0,0.0871647,0.0896739,4.3659,0.0814456,0.0336538,0.0349777,2.58399,1.07145,0.105792,0.309485,0.0559759,0.0957951,0.0512598,0.0,NotCR
SH3RF1,18.0959,12.0422,3.81077,15.538,12.718,19.9183,12.027,8.75884,9.65751,7.73469,1.96085,2.57916,9.0392,10.9521,10.7966,7.52537,7.85981,7.15049,11.0396,6.66163,14.8066,19.3192,14.1858,9.03408,9.29352,8.55503,12.3554,7.9597,5.85386,7.18945,9.53061,4.90776,3.11401,8.67131,8.50618,3.85329,14.5326,23.3112,6.72208,14.0014,15.8256,4.58106,7.05672,16.8583,7.92054,8.83061,9.09543,3.8441,11.2554,10.6573,21.6011,8.97141,8.31795,0.289894,NotCR
SLC25A4,18.2454,20.1758,22.987,109.938,76.4927,90.7925,41.7038,25.9998,40.4002,40.9573,138.937,106.478,57.0191,80.6551,28.8685,40.7577,47.3154,33.1005,32.3102,27.7116,19.4513,5.34756,22.7234,12.1126,19.2079,95.6996,35.9621,97.3768,13.8635,110.106,31.1535,427.968,563.848,26.1037,42.4653,14.259,23.1867,22.7013,370.457,27.136,22.0051,8.78907,48.4301,34.7058,10.2257,12.5527,18.5068,10.9398,54.1128,31.4937,30.8576,26.192,15.1984,0.932549,NotCR
SDHA,103.942,85.5505,172.236,93.1138,81.7462,107.434,105.97,47.7092,65.6331,53.957,148.809,129.924,92.608,107.107,49.0342,59.3764,55.4031,48.8544,63.5808,57.4437,94.4746,132.477,168.29,101.187,103.356,109.681,136.651,118.336,72.65,127.971,98.7993,206.773,301.984,85.1032,125.423,110.308,95.7411,80.2794,237.574,112.16,118.438,31.6043,66.048,68.9749,76.8481,82.4658,117.775,87.2276,106.095,101.72,89.2411,103.248,95.2907,27.9676,NotCR
TERT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125066,0.0286955,0.594192,0.0,0.0,0.122704,0.09044,0.00895935,0.038343,0.446126,0.294849,0.0,0.15114,0.0,0.0,0.366475,0.0130007,0.0,0.0,0.52743,0.0,0.158567,0.0,0.0298888,0.0,0.0,0.0,0.0,0.0,0.0193566,0.0625709,0.0,0.0,0.0,0.0,0.0112421,0.0144912,0.0952573,0.0884067,0.730208,0.436595,0.149321,2.72336,0.0,0.0,0.0233691,0.0445205,NotCR
NUP155,8.1726,6.21085,4.54793,5.97957,6.33239,7.01216,7.6076,1.90376,2.28169,2.26784,8.0805,6.47379,2.70203,3.12635,2.04131,2.61241,2.32434,1.89782,2.84912,2.04906,7.91671,13.5196,20.7634,7.94559,8.02882,5.82937,4.75656,5.56039,6.62958,5.53062,8.1315,2.61213,1.91002,2.19203,4.38921,2.09631,6.50197,5.77077,2.7259,10.1773,9.13578,2.35946,5.09677,5.91217,8.90158,10.1413,5.55505,6.29679,4.22357,55.9618,6.81385,9.24501,8.12284,1.36237,NotCR
RICTOR,15.8377,11.781,6.72436,15.4389,14.7547,19.5496,14.5732,3.9987,4.24264,4.47363,19.8514,19.9182,5.49376,6.30984,5.95893,5.50042,4.44976,3.79958,10.7112,5.19372,15.2645,11.7593,14.9546,18.6491,19.1927,14.0947,9.91243,13.8663,8.32142,12.4958,17.5784,6.5281,4.95927,4.40793,5.04575,4.18397,20.405,10.9598,9.31421,23.0678,19.4513,4.57601,11.0124,12.0875,15.4477,15.4834,12.9936,14.2814,8.45988,11.8491,16.2047,23.1762,15.8928,6.37284,NotCR
PRKAA1,57.0412,35.4641,20.2176,43.6746,46.2538,58.3254,41.4418,6.44928,7.01041,8.37885,22.5564,17.9906,7.38735,9.1455,7.45943,11.29,8.21222,6.86231,15.8289,9.70098,46.1056,51.276,24.9078,41.5922,43.3128,29.8428,29.5473,32.8262,20.5941,31.2682,47.614,12.2653,8.90601,13.0324,21.0079,23.3512,40.0364,32.6456,11.7576,44.1144,29.9355,12.9684,16.3124,32.8138,23.0156,26.2433,35.1606,28.61,28.1488,39.0954,43.2553,45.1273,32.4944,11.048,CR
GHR,51.3745,41.4057,4.6826,7.5793,7.35439,9.28949,7.80796,0.539625,0.756709,0.537267,0.311649,0.426834,0.677993,0.750983,0.590599,1.4502,0.690958,0.42975,0.760311,0.963096,25.5398,6.28802,0.0634009,7.66264,5.43956,7.86607,4.90358,7.15287,2.22067,5.01145,8.27487,4.83198,2.3749,3.48531,2.94287,29.1498,5.97245,3.87731,23.978,14.4423,5.85538,0.904732,1.4761,7.70868,5.85007,6.09128,3.59656,3.21094,4.77225,1.69818,7.68696,5.2918,8.48871,0.0315196,CR
NNT,21.806,18.1853,17.7854,16.4378,17.8797,23.2324,22.0701,12.4496,18.3753,11.6506,18.2567,17.3183,22.3052,24.3852,11.125,10.7267,12.0832,9.14554,7.79831,10.0469,15.6569,29.4605,44.0257,16.4706,16.3318,24.0368,20.1447,20.5448,10.5748,24.4119,13.8698,53.1017,52.467,17.1081,21.4365,27.2804,17.3645,15.0757,69.7386,13.4674,12.421,7.19076,13.8649,13.5512,11.3379,12.1467,15.8607,12.5209,24.2873,10.3521,24.4466,16.2623,13.5154,3.30309,NotCR
NDUFS4,97.98,77.4581,69.7989,96.8412,91.2041,118.122,86.3234,46.1399,53.6224,47.1225,80.5562,70.3057,57.8206,69.9388,40.8105,52.3743,56.0693,40.2618,64.4462,53.7663,90.649,115.761,94.4994,99.1058,89.4879,97.7703,76.0126,88.0585,69.8391,83.5195,86.7984,68.9237,83.1836,61.5225,84.0131,35.4779,67.8185,58.1494,120.331,104.812,114.399,18.1374,67.9446,70.8176,73.4367,76.4815,54.1097,43.6501,59.4,59.1914,81.14,94.6883,84.5991,6.44782,NotCR
GPX8,15.1341,16.7612,6.87978,41.5548,29.8882,21.9912,9.52224,0.213212,0.172782,0.377974,0.122897,0.175541,0.172699,0.168599,0.33294,0.373081,0.257798,0.351158,0.775685,0.412258,14.155,137.784,0.0373689,36.6429,32.7376,10.5887,6.12457,11.4127,4.34463,9.98891,21.9178,8.05478,2.31438,4.05145,5.17206,0.581722,12.2715,8.35105,0.847706,26.0277,28.4095,2.29931,3.59502,12.9743,4.72125,5.40405,5.07024,4.12501,4.3914,4.70208,22.0836,29.5996,18.5511,0.0230849,NotCR
CDK7,18.8951,16.6047,21.7448,22.0957,18.9152,20.1921,19.0076,7.80469,9.99816,12.7431,16.4843,14.3853,12.332,14.9571,7.8982,11.9449,13.0114,9.41259,10.5427,8.46517,19.8237,42.0785,44.212,21.424,21.6468,15.8316,15.7851,15.905,39.8015,17.1914,18.4743,7.15638,6.01076,13.0407,17.6891,6.76355,20.4827,20.1163,15.6552,19.3004,19.3265,7.39512,26.4461,19.721,32.0249,32.7651,15.0057,16.6519,13.3067,50.2068,22.6736,21.4576,28.5239,5.74645,NotCR
